ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Age_Group,Credit_Score_Category
0,0,January,Dhanya Skariachano,40,0,Architect,28572.39,2210.0325,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",25,12,4.89,0,_,400.07,24.422250680362037,,Yes,69.60292048199007,42.85050714738581,High_spent_Large_value_payments,348.54982237062416,Standard,Middle-Aged,Medium
0,0,January,Sarahb,37,0,Manager,39641.54,3007.461666666666,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",61,13,1.54,6,_,2258.73,34.12570493442336,0.0,Yes,172.38252735862687,246.91502516402176,Low_spent_Large_value_payments,151.44861414401805,Poor,Middle-Aged,Low
0,0,January,Mukhopadhyayc,0,0,Scientist,20186.02,1684.168333333333,1,5,1,2,"Auto Loan, and Home Equity Loan",5,6,6.83,4,_,413.32,35.94290748551229,,No,29.534583720496048,74.21434055467658,Low_spent_Large_value_payments,334.6679090581607,Good,,Good
0,0,January,Ayeshaz,43,0,Musician,18627.64,1387.303333333333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",31,21,,7,Bad,1793.54,38.9796611529839,,NM,65.13948777561222,48.43998334767114,High_spent_Medium_value_payments,275.15086221005004,Poor,Middle-Aged,Low
0,0,January,Lisa Baertleinu,0,0,Engineer,12986.745,959.22875,4,3,10,0,"Mortgage Loan, and Payday Loan",30,14,11.8,5,_,1489.49,26.32926887043728,,Yes,16.719300227776053,16.286719355483015,High_spent_Medium_value_payments,312.91685541674093,Standard,,Medium
0,0,January,Carlosj,43,0,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,17,16.58,6,Standard,98.97,40.4111148274711,,Yes,149.89719942100822,109.48894961827229,!@9#%8,467.0888509607195,Standard,Middle-Aged,Medium
0,0,January,Andreas Cremerf,36,0,Scientist,42171.98,0.0,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,9.58,4,Good,556.91,33.47895196844123,,No,102.7629131170904,56.71137669245967,High_spent_Medium_value_payments,466.9588768571167,Standard,Middle-Aged,Medium
0,0,January,Bri,36,0,Manager,71681.4,5799.45,3,518,15,1,Not Specified,7,8,10.44,0,_,1293.02,40.33902428965335,,Yes,53.92351397165268,301.2920819088937,Low_spent_Small_value_payments,514.7294041194536,Standard,Middle-Aged,Medium
0,0,January,ra Alperx,6409,0,Mechanic,29469.98,2227.8316666666665,1231,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11,_,3421.66,24.63965802618602,0.0,Yes,69.68545857227979,59.825596124675045,!@9#%8,363.27211196971183,Standard,Senior,Medium
0,0,January,Matt Falloonz,19,0,Engineer,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21,2.74,1,Standard,1173.7,23.282135114409623,,No,215.83917063897167,565.7433852667033,Low_spent_Large_value_payments,116.87877742765828,Standard,Young,Medium
0,0,January,Lawrencea,36,0,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",16,1338,9.24,7,Standard,1693.95,37.40993371585021,,Yes,43.07051960231588,65.9865855206332,Low_spent_Small_value_payments,323.25972821038425,Poor,Middle-Aged,Low
0,0,January,Emily Flitterl,18,0,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,7.67,1618,Standard,233.79,34.45627234127101,,No,37602.0,251.6474222267431,Low_spent_Small_value_payments,518.1908835490624,Standard,Young,Medium
0,0,January,Nateg,32,0,Media_Manager,12909.895,853.8245833333333,5,5,13,0,0,22,14,7.58,1,Standard,602.5,31.35686817783082,,No,0.0,20.446680591816467,Low_spent_Large_value_payments,334.93577774151686,Standard,Adult,Medium
0,0,January,Toonkeln,849,0,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,0,21.73,9,Bad,3470.08,24.61673534186334,,Yes,114.533020898938,232.13881681232448,Low_spent_Large_value_payments,185.69849562207088,Standard,Senior,Medium
0,0,January,Jaisinghanij,42,0,Architect,20574.47,1740.539166666667,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,0,13.74,6,Standard,749.95,25.82415682115377,,NM,49.348666321498655,145.90047799348733,Low_spent_Small_value_payments,268.80477235168075,Standard,Middle-Aged,Medium
0,0,January,Pomeroyi,21,0,Lawyer,148699.32,12432.61,3,4,748,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,8,9.2,1,Good,949.38,41.687213348432586,,No,364.9151774048712,296.1518279313217,High_spent_Large_value_payments,822.1939946638072,Good,Young,Good
0,0,January,Olivia Oranr,19,0,Musician,85554.03,7185.5025,4,2,3,0,0,12,7,6.43,3,Good,1095.73,33.434371517540995,,No,0.0,162.99558622762183,High_spent_Large_value_payments,795.554663772378,Good,Young,Good
0,0,January,Rachelle Younglaic,15,0,Entrepreneur,55829.79,4369.4825,10,10,18,0,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,20,27.99,11,_,3422.49,27.070543470468746,0.0,Yes,314.90178526768176,348.79948852088904,Low_spent_Small_value_payments,63.24697621142922,Standard,Young,Medium
0,0,March,Shupingu,27,0,Architect,14165.23,1057.4358333333332,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",56,24,8.82,11,_,2797.17,33.07759975839418,,Yes,58.86844083860843,124.0568381028943,Low_spent_Small_value_payments,212.8183043918306,Poor,Adult,Low
0,0,January,"""John ODonnell""p",30,0,Teacher,87215.68,7489.973333333332,2,6,8,2,"Auto Loan, and Payday Loan",2,0,10.98,0,Good,680.77,35.12551975918455,,No,121.68201673654264,,Low_spent_Large_value_payments,333.29198185875254,Good,Adult,Good
0,0,January,Scheydere,43,0,Lawyer,81842.28,0.0,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,9,Bad,3053.16,39.43016630693703,,NM,574.0657978713467,162.58872416902926,High_spent_Medium_value_payments,194.364477959624,Standard,Middle-Aged,Medium
0,0,January,Nate Raymondj,38,0,Doctor,95956.5,8279.375,8,4,11,-100,"Personal Loan, and Student Loan",18,10,11.94,2,Standard,1079.73,33.77692753166114,,No,95.5216287821567,0.0,High_spent_Large_value_payments,884.9056902902464,Standard,Middle-Aged,Medium
0,0,February,Edwardk,25,0,_______,49967.01,0.0,7,6,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,11,19.87,11,Standard,2253.95,23.115022183170733,,Yes,156.00331166279182,132.28573127303278,Low_spent_Large_value_payments,390.9027070641753,Poor,Adult,Low
0,0,January,Simon Jessope,14,0,Developer,39887.22,3224.935,9,9,16,5,"Not Specified, Student Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",57,21,17.25,10,Bad,3119.6,30.18805936357039,,Yes,133.47084524343262,198.9967507987873,Low_spent_Medium_value_payments,270.0259039577801,Poor,Young,Low
0,0,January,Kazunorit,43,0,Developer,14129.76,1012.48,8,5,21,8,"Student Loan, Payday Loan, Personal Loan, Not Specified, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Debt Consolidation Loan",62,17,5.51,6,Bad,4071.62,36.13729240094063,,Yes,81.71265500803955,124.44592027470156,Low_spent_Small_value_payments,185.0894247172589,Poor,Middle-Aged,Low
0,0,January,Ekr,42,0,Developer,123732.32,10416.026666666668,4,3,11,0,0,15,8,11.92,3,Good,1154.46,43.368064752029134,,No,0.0,0.0,High_spent_Medium_value_payments,940.3944827695152,Good,Middle-Aged,Good
0,0,January,Herbert Lashb,36,0,Writer,17251.38,1654.615,6,514,7,7,"Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Mortgage Loan",8,13,15.06,6,_,2431.64,29.41972182557401,,Yes,57.35116518894053,0.0,Low_spent_Small_value_payments,273.37354013584763,Standard,Middle-Aged,Medium
0,0,January,Christophd,22,0,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,19,5.79,4,Standard,125.25,26.6128717845352,0.0,No,81441.0,121.40837593388024,Low_spent_Small_value_payments,386.0433278085868,Standard,Young,Medium
0,0,January,Mikeh,25,0,Doctor,80108.31,6866.6925,5,3,17,0,0,25,19,21.22,1,Standard,997.28,38.73267645522611,,Yes,0.0,107.06565251713594,!@9#%8,829.6035974828641,Standard,Adult,Medium
0,0,January,Tim Hepherp,20,0,Scientist,69977.6,5978.466666666667,10,7,20,9,"Auto Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, and Auto Loan",49,18,6.81,11,_,3042.36,37.2171992978333,,Yes,485.75043098703753,405.149363619614,Low_spent_Small_value_payments,0.0,Standard,Young,Medium
0,0,January,Granto,16,0,Musician,78988.48,6449.373333333332,9,5,29,7,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",27,17,15.27,9,Bad,1746.9,34.70500518081173,,Yes,291.78276034215287,88.07126673833417,High_spent_Medium_value_payments,515.0833062528462,Poor,Young,Low
0,0,January,Ermans,45,0,Journalist,41746.76,3651.896666666667,8,5,5261,3,"Mortgage Loan, Personal Loan, and Not Specified",62,21,9.81,8,Bad,1936.79,37.70526076095658,,Yes,102.28339754384292,425.1038221947088,Low_spent_Small_value_payments,127.802446928115,Poor,Middle-Aged,Low
0,0,January,Isabel Reynoldsb,21,0,Media_Manager,19981.6,1459.1333333333332,10,8,20,7,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, Student Loan, Home Equity Loan, and Credit-Builder Loan",54,0,23.58,12,Bad,4834.59,38.165545528243634,,NM,78.41827155188288,69.78240332874385,Low_spent_Small_value_payments,287.71265845270665,Standard,Young,Medium
0,0,January,Laup,18,0,_______,73737.36,5936.78,7,3,18,0,"Not Specified, Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",20,0,13.92,2,Standard,1219.39,34.50073214065473,,Yes,214.8134632011097,77.26602559532006,High_spent_Large_value_payments,541.5985112035703,Standard,Young,Medium
0,0,January,Christopher Doeringv,33,0,Musician,88362.46,7255.538333333334,5,2,8,3,"Debt Consolidation Loan, Home Equity Loan, and Personal Loan",17,5,11.01,4,Good,325.93,26.643505517944988,0.0,No,211.1843903373817,185.327295201892,High_spent_Large_value_payments,569.0421477940597,Good,Adult,Good
0,0,January,Michelley,45,0,Entrepreneur,118248.6,10115.05,5,1,4,0,0,13,10,3.69,4,Good,191.09,29.14953014605081,,NM,0.0,227.6187415383298,High_spent_Large_value_payments,1023.8862584616704,Good,Middle-Aged,Good
0,0,January,Stempelp,26,0,Scientist,60162.1,5197.508333333333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10,14.79,7,Standard,1037.45,36.35924551524061,,Yes,220.2137267039484,80.01264638361248,High_spent_Medium_value_payments,469.5244602457725,Standard,Adult,Medium
0,0,January,Wohli,17,0,Musician,75273.24,6552.77,8,943,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9,12.8,6,_,2497.34,33.594825065525875,,NM,222.6190561215212,124.6322882481766,High_spent_Large_value_payments,548.0256556303023,Standard,Young,Medium
0,0,January,Goldsteinv,18,0,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",36,20,18.42,8,Bad,4795.13,35.802489136096455,,Yes,169.48198431622052,479.5857747498436,Low_spent_Small_value_payments,70.47299093393599,Standard,Young,Medium
0,0,January,Silvia Aloisiq,42,0,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",57,23,2.29,0,_,2425.38,37.340891999840935,,Yes,116.10341691461672,121.37983046452118,!@9#%8,484.9722526208622,Poor,Middle-Aged,Low
0,0,January,Colew,30,0,Architect,30390.44,2721.5366666666664,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,20,8.36,0,Standard,580.31,26.97596094691765,,No,64.84803820501804,,High_spent_Medium_value_payments,407.29362817352256,Standard,Adult,Medium
0,0,January,Longstrethy,42,0,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,20,9.78,9,Bad,2497.48,26.6317197420342,,Yes,148.91327341500903,39.83022939385767,!@9#%8,401.9859971911333,Poor,Middle-Aged,Low
0,0,January,Lisah,-500,0,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",15,7,6.08,1,Good,1045.11,40.84068721130881,,No,136.9885566187904,573.4115904774258,High_spent_Small_value_payments,730.5558529037837,Standard,,Medium
0,0,January,Patrick Temple-Westf,38,0,Engineer,30346.35,2651.8625,5,4,14,0,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",27,9,18.8,5,Standard,523.56,28.21235655923923,,Yes,96.72128021256924,145.10837488507798,Low_spent_Small_value_payments,313.35659490235275,Standard,Middle-Aged,Medium
0,0,January,Dowsettk,46,0,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",6,8,3.9,1,Good,327.88,27.531342922886093,,No,24.8214249786604,52.09642061214282,!@9#%8,351.56102940919675,Standard,Middle-Aged,Medium
0,0,January,David Henryp,41,0,Scientist,9841.34,690.1116666666667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",61,16,29.52,8,_,4984.82,27.334689802194816,,Yes,36.67512791916932,0.0,Low_spent_Large_value_payments,263.00336095618786,Standard,Middle-Aged,Medium
0,0,January,Oreskovicv,35,0,Media_Manager,72330.98,6300.581666666666,0,262,11,1,Auto Loan,1,7,4.62,1,Good,596.78,31.873841746849948,,No,31.37979415843871,390.5462005003155,Low_spent_Medium_value_payments,488.1321720079125,Good,Adult,Good
0,0,January,Svea Herbst-Baylisss,1032,0,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",36,17,8.47,10,Bad,2174.16,39.78232873796411,,Yes,162.23896307011998,410.19024914620064,Low_spent_Small_value_payments,75.61653778367943,Standard,Senior,Medium
0,0,January,Slaterf,19,0,_______,34106.78,2767.231666666666,8,5,17,0,0,8,0,10.06,0,Standard,996.54,31.063920820264286,,Yes,0.0,115.15173734729656,Low_spent_Small_value_payments,451.5714293193701,Standard,Young,Medium
0,0,January,Gellerp,24,0,Teacher,129067.59,10795.6325,1,3,1,0,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",9,5,1.54,0,Good,137.15,24.49869172989603,,No,389.3056724525229,215.21748793274503,High_spent_Large_value_payments,715.0400896147321,Good,Young,Good
0,0,January,Papadimaso,34,0,Architect,17001.34,1214.7783333333334,6,5,5,1,Home Equity Loan,11,20,5.62,0,Standard,1093.87,31.555540389733345,0.0,No,10.535555607461252,97.555513512813,Low_spent_Medium_value_payments,293.3867642130591,Standard,Adult,Medium
0,0,January,Blenkinsopc,21,0,Accountant,44719.17,3969.5975,6,6,29,7,"Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",41,19,23.21,11,Bad,,30.98237347875773,,Yes,248.599885855438,130.25122507434963,High_spent_Medium_value_payments,268.1086390702124,Poor,Young,Low
0,0,January,Tagarish,47,0,Accountant,17787.34,1242.2783333333334,8,4,16,2,"Student Loan, and Auto Loan",0,15,5.65,0,Standard,730.9,26.99358623184505,,No,20.06363388435491,42.298588028682495,High_spent_Small_value_payments,321.865611420296,Standard,Middle-Aged,Medium
0,0,January,Raymondl,-500,0,Teacher,103353.06,8527.755,3,3,6,1,Student Loan,4,9,3.11,2,Good,1374.56,32.685521602498184,,No,64.00168567310892,0.0,High_spent_Medium_value_payments,857.8262026487407,Good,,Good
0,0,January,Andreasc,38,0,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",16,21,18.21,4,Standard,852.81,31.194398646221146,,No,90.7591784649516,68.51358027398932,High_spent_Medium_value_payments,366.3375745943925,Standard,Middle-Aged,Medium
0,0,January,Elinor Comlaye,36,0,Journalist,134978.24,11059.186666666665,8,5,15,2,"Mortgage Loan, and Mortgage Loan",9,16,9.89,3,_,668.14,36.59328466892722,,NM,145.11182338766034,834.1444378722018,Low_spent_Medium_value_payments,406.66240540680434,Standard,Middle-Aged,Medium
0,0,February,Jeanine Preziosor,28,0,Writer,39800.12,3047.6766666666667,7,5,12,3,"Personal Loan, Payday Loan, and Auto Loan",17,0,,4,Standard,660.69,26.01921031618965,,Yes,58.48765733950958,169.8630825999946,Low_spent_Medium_value_payments,356.4169267271625,Standard,Adult,Medium
0,0,January,Alexh,17,0,Manager,,1437.779166666667,6,5,17,7,"Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan",60,16,27.64,6,Bad,3865.15,39.02987341341813,0.0,Yes,71.54474307214656,110.77777957257334,Low_spent_Small_value_payments,251.45539402194683,Standard,Young,Medium
0,0,January,Lisa Baertleink,21,0,Architect,66105.4,5653.783333333333,6,8,31,0,"Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan",26,22,5.52,9,_,1549.56,30.111040314509125,,Yes,214.07212305606225,180.14684869734245,High_spent_Small_value_payments,431.1593615799287,Standard,Young,Medium
